id,builder,project_name,project_in_acres,location,city,lattitude,longitude,property_type,status,construction,ownership,flat_on_floor,total_floor,furnish,area,bed,bath,balcony,lift,parking,overlooking,facing,flooring,extra_rooms,available_units,towers,costpersqft,emi,price_category,price,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_mean_km,hospital_min_km,hospital_within_2km,tourist_mean_km,tourist_min_km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,seller
cardid72850233,rustomjee,rustomjee seasons,0.2617,bandra east,mumbai,19.062055421515,72.8541362644682,new property,under construction,under construction,,,,unfurnished,1141.0,3.0,3.0,,,,,,,,173.0,2.0,57673.0,2.97,6.00 - 6.99,6.58,0.98,0.1,5.0,1.65,1.6,2.0,2.8400000000000003,1.2,2.0,2.8400000000000003,0.1,3.0,0.7,0.7,1.0,,,,0.7,1.802,0.1,0.74,13.0,realestateagent
cardid72888831,chandak developers,34 park estate,2.0,goregaon west,mumbai,19.16689012,72.84155685,new property,under construction,under construction,,,,unfurnished,391.0,1.0,2.0,,,,,,,,950.0,3.0,36573.0,0.64,1.00 - 1.99,1.43,4.866666666666666,0.6,1.0,8.7,7.6,0.0,2.08,0.1,4.0,4.66,1.7,2.0,0.3,0.1,3.0,,,,0.3,4.121333333333333,0.1,2.02,10.0,realestateagent
cardid72683135,godrej properties,godrej ascend,6.0,kolshet road,thane,19.2321621,72.9873688,new property,under construction,under construction,,,,unfurnished,407.0,1.0,1.0,1.0,,,,,,,100.0,2.0,23096.0,0.42,0.00 - 0.99,0.94,2.14,0.4,3.0,,,,1.525,0.7,3.0,,,,,,,,,,1.525,1.8325,0.4,0.55,6.0,realestateagent
cardid72838603,kalpataru ltd.,kalpataru parkcity,20.0,kolshet road,thane,19.2321621,72.9873688,new property,under construction,under construction,,,,unfurnished,1753.0,4.0,3.0,2.0,,,,,,,310.0,8.0,23959.0,1.89,4.00 - 4.99,4.2,2.14,0.4,3.0,,,,1.525,0.7,3.0,,,,,,,,,,1.525,1.8325,0.4,0.55,6.0,realestateagent
cardid72461775,godrej properties,godrej horizon,7.0,wadala,mumbai,19.01321323,72.8554129,new property,under construction,under construction,,,,unfurnished,689.0,2.0,2.0,1.0,,,,,,,370.0,3.0,41219.0,1.28,2.00 - 2.99,2.84,4.3,4.3,0.0,3.85,2.6,0.0,4.2,4.2,0.0,3.525,2.9,0.0,,,,,,,3.525,3.96875,2.6,3.5000000000000004,0.0,realestateagent
cardid72790421,rustomjee,rustomjee la vie,8.4999,majiwada,thane,19.215865938964,72.9914374146644,new property,under construction,under construction,,,,unfurnished,565.0,2.0,2.0,,,,,,,,275.0,8.0,25487.0,0.65,1.00 - 1.99,1.44,1.92,0.2,3.0,0.0001,0.0001,1.0,1.8,1.8,1.0,,,,,,,,,,0.0001,1.240033333333333,0.0001,0.6667000000000001,5.0,realestateagent
cardid72573891,piramal realty,piramal revanta,12.0,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,,unfurnished,1566.0,4.0,4.0,2.0,,,,,,,,5.0,20434.0,1.44,3.00 - 3.99,3.2,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid72516747,dosti realty,dosti eastern bay,4.0,wadala east,mumbai,19.0135321429189,72.8602998056272,new property,under construction,under construction,,,,unfurnished,1577.0,4.0,4.0,1.0,,,,,,,1200.0,5.0,35200.0,2.5,5.00 - 5.99,5.55,1.0333333333333334,0.8,3.0,0.8666666666666667,0.3,3.0,3.9333333333333336,2.1,0.0,3.4,2.7,0.0,,,,,,,0.8666666666666667,2.3083333333333336,0.3,1.475,6.0,realestateagent
cardid72685961,rna group,rna ng bliss,,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,,,,unfurnished,580.0,2.0,2.0,1.0,,,,,,,,,17586.0,0.46,1.00 - 1.99,1.02,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid72630647,rustomjee,rustomjee seasons,0.2617,bandra east,mumbai,19.062055421515,72.8541362644682,new property,under construction,under construction,,,,unfurnished,1057.0,3.0,3.0,,,,,,,,173.0,2.0,57673.0,2.75,6.00 - 6.99,6.09,0.98,0.1,5.0,1.65,1.6,2.0,2.8400000000000003,1.2,2.0,2.8400000000000003,0.1,3.0,0.7,0.7,1.0,,,,0.7,1.802,0.1,0.74,13.0,realestateagent
cardid72725825,ardhya universal llp,malad amar cooperative housing socity ltd.,,malad east,mumbai,19.1848724519187,72.8629697025013,new property,under construction,under construction,,,,unfurnished,434.0,1.0,1.0,,,,,,,,,,25115.0,0.49,1.00 - 1.99,1.09,1.9333333333333331,0.9,2.0,,,,1.1,0.6,5.0,2.64,0.8,2.0,2.7,0.9,3.0,0.9,0.9,2.0,0.9,1.854666666666667,0.6,0.82,14.0,realestateagent
cardid72457753,sridutt constructions,garden avenue k,5.0,virar west,palghar,19.4715847,72.80535875,new property,ready to move,less than 5 years,,,,unfurnished,380.0,1.0,2.0,3.0,,,,,,,750.0,10.0,8947.0,0.15,0.00 - 0.99,0.34,40.03333333333333,30.5,0.0,31.3,1.8,1.0,19.72,1.8,1.0,48.1,48.1,0.0,,,,,,,19.72,34.788333333333334,1.8,20.55,2.0,realestateagent
cardid72513003,runwal group,runwal codename enchanted,25.0,kolshet,thane,19.2392002271759,72.997235034948,new property,under construction,under construction,,,,unfurnished,430.0,1.0,1.0,1.0,,,,,,,673.0,,19535.0,0.38,0.00 - 0.99,0.84,1.675,1.2,3.0,,,,2.5,1.5,2.0,,,,,,,,,,1.675,2.0875,1.2,1.35,5.0,realestateagent
cardid72784625,hari om developers,aniruddha icon,,nerul,navi mumbai,19.034973,73.02228,new property,under construction,under construction,,,,unfurnished,838.0,2.0,2.0,1.0,,,,,,,,,23270.0,0.88,1.00 - 1.99,1.95,0.86,0.7,5.0,0.5,0.5,2.0,2.825,1.5,2.0,6.625,4.0,0.0,,,0.0,,,,0.5,2.7025,0.5,1.675,9.0,realestateagent
cardid72675597,shreeji sharan group of companies,building no 18 the gateway,,kandivali west,mumbai,19.2101312179652,72.8305011930765,new property,under construction,under construction,,,,unfurnished,660.0,2.0,2.0,,,,,,,,,,25758.0,0.77,1.00 - 1.99,1.7,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,realestateagent
cardid72676649,transcon group,transcon triumph tower 4,8.0,andheri west,mumbai,19.1373697481266,72.8257229439874,new property,under construction,under construction,,,,unfurnished,659.0,2.0,2.0,1.0,,,,,,,200.0,1.0,35964.0,1.07,2.00 - 2.99,2.37,1.7399999999999998,0.8,3.0,1.9,0.9,1.0,0.82,0.6,5.0,1.0,0.9,2.0,,,,1.075,0.9,4.0,0.82,1.307,0.6,0.8200000000000001,15.0,realestateagent
cardid72797121,the imperial lifestyle,imperial splendora,,vasai east,palghar,19.39954,72.8604165,new property,under construction,under construction,,,,unfurnished,567.0,2.0,2.0,4.0,,,,,,,1100.0,8.0,12346.0,0.32,0.00 - 0.99,0.7,10.2,10.2,0.0,11.5,9.8,0.0,13.45,11.6,0.0,23.35,17.8,0.0,,,,,,,10.2,14.625,9.8,12.35,0.0,realestateagent
cardid72465179,wmi real estate developers llp,ashford regal,1.0,bhandup west,mumbai,19.149901,72.931134,new property,under construction,under construction,,,,unfurnished,650.0,2.0,2.0,1.0,,,,,,,559.0,1.0,25692.0,0.75,1.00 - 1.99,1.67,5.1000000000000005,0.4,1.0,6.0,1.7,1.0,4.4,0.9,1.0,8.15,6.0,0.0,0.7,0.7,1.0,,,,0.7,4.87,0.4,1.94,4.0,realestateagent
cardid72529979,sunteck realty ltd.,sunteck city 4th avenue,2.0,goregaon west,mumbai,19.1629924,72.8393019,new property,under construction,under construction,,,,unfurnished,968.0,3.0,2.0,2.0,,,,,,,674.0,2.0,30682.0,1.34,2.00 - 2.99,2.97,4.866666666666666,0.6,1.0,8.7,7.6,0.0,2.08,0.1,4.0,4.66,1.7,2.0,0.3,0.1,3.0,,,,0.3,4.121333333333333,0.1,2.02,10.0,realestateagent
cardid72799359,vihang group & reyanshp realty llp,luxuria,3.0493,mira road east,thane,19.282975,72.873618,new property,under construction,under construction,,,,unfurnished,430.0,1.0,2.0,1.0,,,,,,,,1.0,16742.0,0.32,0.00 - 0.99,0.72,,,,,,0.0,0.9,0.9,1.0,,,,,,,,,,0.9,0.9,0.9,0.9,1.0,realestateagent
cardid72818219,piramal realty,piramal vaikunth,32.0,balkum pada,thane,19.218154,72.993664,new property,under construction,under construction,,,,unfurnished,950.0,3.0,3.0,1.0,,,,,,,58.0,15.0,24737.0,1.06,2.00 - 2.99,2.35,6.180000000000001,2.1,0.0,,,,1.4500000000000002,1.3,4.0,1.5,1.5,1.0,,,,,,,1.4500000000000002,3.043333333333333,1.3,1.6333333333333335,5.0,realestateagent
cardid72607511,chheda group,chheda avighna,,mira bhayandar,thane,19.2783121,72.8580188,new property,under construction,under construction,,,,unfurnished,447.0,1.0,2.0,3.0,,,,,,,227.0,1.0,13801.0,0.28,0.00 - 0.99,0.617,6.9,1.7,1.0,2.266666666666667,0.4,1.0,9.525,2.9,0.0,15.325,10.6,0.0,,,,,,,2.266666666666667,8.504166666666666,0.4,3.9,2.0,realestateagent
cardid72816393,l&t realty,the gateway,,sewri,mumbai,18.9920224182449,72.8537565266891,new property,under construction,under construction,,,,unfurnished,1258.0,3.0,3.0,2.0,,,,,,,,,45707.0,2.59,5.00 - 5.99,5.75,1.2333333333333334,1.1,3.0,0.8,0.8,1.0,2.7,0.5,1.0,,,,,,,,,,0.8,1.5777777777777775,0.5,0.8000000000000002,5.0,realestateagent
cardid72607367,ruparel realty,ruparel sereno,,vasai,palghar,19.3914260104194,72.8285855834131,new property,under construction,under construction,,,,unfurnished,555.0,2.0,2.0,3.0,,,,,,,,,9000.0,0.23,0.00 - 0.99,0.5,,,,4.35,1.4,1.0,15.65,1.5,1.0,22.84,1.4,1.0,,,,,,,4.35,14.28,1.4,1.4333333333333331,3.0,realestateagent
cardid72771447,vaibhavlaxmi builders,vaibhavlaxmi queens avenue,,chembur,mumbai,19.0459181155422,72.8975231581492,new property,under construction,under construction,,,,unfurnished,395.0,1.0,2.0,,,,,,,,,,27848.0,0.5,1.00 - 1.99,1.1,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,realestateagent
cardid72862053,raymond realty,the address by gs tower a,3.0,thane west,thane,19.225129,72.9772647,new property,under construction,under construction,,,,unfurnished,938.0,3.0,3.0,1.0,,,,,,,,2.0,27932.0,1.18,2.00 - 2.99,2.62,3.8,0.8,1.0,2.35,1.9,3.0,3.46,0.1,3.0,1.9,1.9,4.0,1.9,1.9,2.0,,,,1.9,2.682,0.1,1.3199999999999998,13.0,realestateagent
cardid72708225,jp infra realty pvt ltd,codename starlife,,bhayandar east,thane,19.3096844760714,72.8623193046283,new property,under construction,under construction,,,,unfurnished,322.0,1.0,1.0,2.0,,,,,,,,,18323.0,0.27,0.00 - 0.99,0.59,19.75,1.6,1.0,13.233333333333334,0.6,2.0,37.3,37.3,0.0,37.4,33.7,0.0,,,,0.6,0.6,1.0,0.6,21.656666666666663,0.6,14.76,4.0,realestateagent
cardid72537385,sethia infrastructure,sethia pride,3.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,,unfurnished,365.0,1.0,2.0,,,,,,,,298.0,1.0,27000.0,0.44,0.00 - 0.99,0.986,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid72822377,raghav realty developers,raghav parijat,,kurla east,mumbai,19.0615645059118,72.880543263673,new property,under construction,under construction,,,,unfurnished,420.0,1.0,1.0,1.0,,,,,,,,,22619.0,0.43,0.00 - 0.99,0.95,2.2,2.1,0.0,0.85,0.5,2.0,2.9,2.9,0.0,1.86,1.2,3.0,,,,,,,0.85,1.9525,0.5,1.675,5.0,realestateagent
cardid72605369,rockline group,the meridian towers,,ghatkopar west,mumbai,19.0908063,72.9076669,new property,under construction,under construction,,,,unfurnished,752.0,2.0,2.0,1.0,,,,,,,350.0,4.0,22843.0,0.77,1.00 - 1.99,1.71,0.5,0.5,1.0,,,,2.025,1.4,2.0,3.6,0.8,2.0,0.5,0.5,1.0,,,,0.5,1.65625,0.5,0.8,6.0,realestateagent
cardid72914363,jp infra realty pvt ltd,codename lottery,,ghodbunder road,thane,19.2516923732421,72.9728195264109,new property,under construction,under construction,,,,unfurnished,462.0,2.0,2.0,,,,,,,,,,12152.0,0.25,0.00 - 0.99,0.561,2.675,2.0,2.0,,,,4.04,2.0,1.0,4.15,1.8,1.0,,,,,,,2.675,3.6216666666666666,1.8,1.9333333333333331,4.0,realestateagent
cardid72431893,shree siddhivinayak,park abode,,shivaji park,mumbai,19.0287954865428,72.838688734427,new property,under construction,under construction,,,,unfurnished,447.0,1.0,1.0,1.0,,,,,,,,,53691.0,1.08,2.00 - 2.99,2.4,0.2,0.2,1.0,,,,,,,0.4,0.4,1.0,0.5,0.5,1.0,,,,0.2,0.3666666666666667,0.2,0.3666666666666667,3.0,realestateagent
cardid71539153,lodha group,lodha aura,30.0,wadala,mumbai,19.03705656,72.87971032,new property,under construction,under construction,,,,unfurnished,1115.0,3.0,3.0,,,,,,,,200.0,1.0,39013.0,1.96,4.00 - 4.99,4.35,4.3,4.3,0.0,3.85,2.6,0.0,4.2,4.2,0.0,3.525,2.9,0.0,,,,,,,3.525,3.96875,2.6,3.5000000000000004,0.0,realestateagent
cardid67440077,dem infra,shri siddhivinayak by dem,,kandivali west,mumbai,19.21863737,72.83411657,new property,under construction,under construction,,,22.0,unfurnished,611.0,2.0,2.0,,2.0,,,,"vitrified, wooden",,60.0,1.0,23732.0,0.65,1.00 - 1.99,1.45,,,,0.0001,0.0001,2.0,0.32006,0.0001,5.0,,,,5.86006,0.0001,4.0,,,,0.0001,2.060073333333333,0.0001,0.0001,11.0,organization
cardid71931889,raheja universal,raheja solaris,68.0,juinagar,navi mumbai,19.0494545088161,73.0153394878658,new property,under construction,under construction,,,28.0,unfurnished,750.0,2.0,3.0,,2.0,,,,vitrified,,100.0,6.0,24000.0,0.81,1.00 - 1.99,1.8,,,,,,,,,,,,,,,,,,,,,,,0.0,realestateagent
cardid71390387,rustomjee,rustomjee stella,,bandra east,mumbai,19.05776266,72.84394715,new property,under construction,under construction,,23.0,23.0,unfurnished,679.0,2.0,2.0,,3.0,1.0,,,"vitrified, ceramic tiles, marble",,30.0,1.0,38439.0,1.18,2.00 - 2.99,2.61,0.98,0.1,5.0,1.65,1.6,2.0,2.8400000000000003,1.2,2.0,2.8400000000000003,0.1,3.0,0.7,0.7,1.0,,,,0.7,1.802,0.1,0.74,13.0,realestateagent
cardid71577619,godrej properties,godrej reserve,18.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,,unfurnished,820.0,2.0,2.0,,2.0,1.0,,,,,500.0,6.0,30488.0,1.13,2.00 - 2.99,2.5,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid71538551,godrej properties,godrej horizon,7.0,wadala,mumbai,19.01321323,72.8554129,new property,under construction,under construction,,,,unfurnished,777.0,2.0,2.0,,4.0,,,,,,370.0,3.0,38095.0,1.33,2.00 - 2.99,2.96,4.3,4.3,0.0,3.85,2.6,0.0,4.2,4.2,0.0,3.525,2.9,0.0,,,,,,,3.525,3.96875,2.6,3.5000000000000004,0.0,realestateagent
cardid71938329,ashwin sheth group and emami group,sheth montana,7.0,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,,unfurnished,710.0,2.0,2.0,,2.0,1.0,,,,,385.0,3.0,28310.0,0.91,2.00 - 2.99,2.01,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,realestateagent
cardid72837619,godrej properties,godrej reserve,18.0,kandivali east,mumbai,19.2050017,72.8692711,new property,under construction,under construction,,,50.0,unfurnished,1332.0,3.0,3.0,,3.0,2.0,,,"vitrified, wooden",,500.0,6.0,27778.0,1.67,3.00 - 3.99,3.7,2.55,0.5,1.0,2.45,1.8,1.0,1.7600000000000002,1.0,3.0,4.0,3.4,0.0,,,,,,,1.7600000000000002,2.69,0.5,1.6749999999999998,5.0,realestateagent
cardid71595485,shapoorji pallonji group,bkc 9,,bandra east,mumbai,19.05943,72.84603,new property,under construction,under construction,,,,unfurnished,924.0,3.0,3.0,,2.0,1.0,,,,,,1.0,38420.0,1.6,3.00 - 3.99,3.55,0.98,0.1,5.0,1.65,1.6,2.0,2.8400000000000003,1.2,2.0,2.8400000000000003,0.1,3.0,0.7,0.7,1.0,,,,0.7,1.802,0.1,0.74,13.0,realestateagent
cardid72374699,kalpataru ltd.,kalpataru vivant,6.0,jogeshwari vikhroli link road,mumbai,19.13713827,72.86249879,new property,under construction,under construction,,,,unfurnished,755.0,2.0,2.0,,4.0,1.0,,,"vitrified, wooden, marble",,1000.0,11.0,33113.0,1.13,2.00 - 2.99,2.5,2.5,2.3,0.0,4.25,4.2,0.0,4.15,4.0,0.0,3.94,1.6,1.0,,,,,,,2.5,3.71,1.6,3.025,1.0,realestateagent
cardid71199133,juhi developers,niharika absolute,2.2981,kharghar,navi mumbai,19.06922722,73.08549661,new property,ready to move,,,,14.0,unfurnished,428.0,1.0,2.0,,2.0,,,,"vitrified, wooden",,342.0,6.0,16991.0,0.33,0.00 - 0.99,0.727,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,organization
cardid72707967,tata housing development company ltd.,tata serein,,pokharan road number 2,thane,19.22146636218051,72.9632815168789,new property,under construction,under construction,,,18.0,unfurnished,1104.0,3.0,3.0,,3.0,,,,marble,,72.0,1.0,26180.0,1.3,2.00 - 2.99,2.89,1.5,0.5,4.0,,,,1.025,0.4,3.0,,,,,,,,,,1.025,1.2625000000000002,0.4,0.45,7.0,organization
cardid70781823,aventus realty,aventus westbrook,0.2471,andheri east,mumbai,19.12258881546707,72.84816580425078,new property,under construction,under construction,,,,unfurnished,953.0,3.0,3.0,,2.0,1.0,,,"vitrified, wooden, ceramic tiles, marbonite",,17.0,1.0,28332.0,1.22,2.00 - 2.99,2.7,66.35,11.2,0.0,,,,6.94,1.9,1.0,3.76,0.8,4.0,1.4333333333333331,0.7,2.0,,,,1.4333333333333331,19.620833333333334,0.7,3.65,7.0,organization
cardid62546059,piramal realty,piramal vaikunth,32.0,balkum pada,thane,19.218154,72.993664,new property,under construction,under construction,,,38.0,unfurnished,560.0,2.0,2.0,,,,,,vitrified,,58.0,15.0,22321.0,0.56,1.00 - 1.99,1.25,6.180000000000001,2.1,0.0,,,,1.4500000000000002,1.3,4.0,1.5,1.5,1.0,,,,,,,1.4500000000000002,3.043333333333333,1.3,1.6333333333333335,5.0,organization
cardid72477349,chandak group,chandak treesourus,0.38,malad west,mumbai,19.179282548826244,72.84290686178245,new property,under construction,under construction,,,,unfurnished,718.0,2.0,2.0,,,,,,marble,,738.0,2.0,29248.0,0.95,2.00 - 2.99,2.1,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,organization
cardid64917173,jindal builder,jindal avenue,1.0,panvel,navi mumbai,18.9894007,73.1175162,new property,under construction,under construction,,,,unfurnished,255.0,1.0,1.0,,2.0,1.0,,,vitrified,,312.0,3.0,17647.0,0.2,0.00 - 0.99,0.45,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,organization
cardid72619117,sugee developer pvt ltd,sugee teakwood,,mulund west,mumbai,19.1749536837097,72.943103519999,new property,under construction,under construction,,,38.0,unfurnished,577.0,2.0,2.0,,2.0,1.0,,,,,500.0,3.0,25823.0,0.67,1.00 - 1.99,1.49,4.0,1.0,2.0,5.375025,0.0001,2.0,2.26002,0.0001,4.0,5.819999999999999,1.5,2.0,,,,,,,2.26002,4.3637612500000005,0.0001,0.62505,10.0,organization
cardid71024761,lotus logistics,lotus sky garden,,malad west,mumbai,19.1940346300819,72.8257561606587,new property,ready to move,,,40.0,43.0,unfurnished,1037.0,3.0,3.0,,5.0,1.0,,,"vitrified, ceramic tiles, marble",,230.0,1.0,31437.0,1.47,3.00 - 3.99,3.26,4.25,0.4,1.0,,,,1.58,0.7,3.0,7.033333333333334,5.6,0.0,1.1,0.7,2.0,0.7,0.7,1.0,0.7,2.9326666666666665,0.4,1.62,7.0,organization
cardid71273837,pote group,pote pallacio,,kharghar,navi mumbai,19.03956062,73.07439275,new property,under construction,under construction,,,,unfurnished,1545.0,4.0,4.0,,2.0,1.0,,,,,70.0,1.0,18058.0,1.26,2.00 - 2.99,2.79,3.04,1.1,1.0,2.76,1.9,1.0,4.12,2.3,0.0,6.0,2.3,0.0,,,,,,,2.76,3.98,1.1,1.9,2.0,organization
cardid71599841,the wadhwa group,wadhwa wise city,138.0,panvel,navi mumbai,18.9894007,73.1175162,new property,under construction,under construction,,,,unfurnished,390.0,1.0,1.0,,4.0,1.0,,,,,,,13846.0,0.24,0.00 - 0.99,0.54,1.54,1.1,5.0,0.45,0.4,2.0,2.96,0.4,3.0,16.849999999999998,7.8,0.0,1.3,1.3,1.0,,,,0.45,4.619999999999999,0.4,2.2,11.0,organization
cardid71708969,pride group,park royale,3.0,andheri east,mumbai,19.1154908,72.8726952,new property,under construction,under construction,,,,unfurnished,848.0,2.0,2.0,,,1.0,,,,,160.0,2.0,26297.0,1.01,2.00 - 2.99,2.23,66.35,11.2,0.0,,,,6.94,1.9,1.0,3.76,0.8,4.0,1.4333333333333331,0.7,2.0,,,,1.4333333333333331,19.620833333333334,0.7,3.65,7.0,organization
cardid72610829,ghanshyam realtors,canary,1.0,vasai west,palghar,19.3745830863848,72.8076393946386,new property,under construction,under construction,,,,unfurnished,384.0,2.0,2.0,,2.0,1.0,,,"vitrified, wooden, ceramic tiles, marbonite",,80.0,1.0,21409.0,0.37,0.00 - 0.99,0.8220000000000001,15.0,15.0,0.0,,,,7.133333333333333,1.2,2.0,18.7,15.3,0.0,0.6,0.6,1.0,,,,0.6,10.358333333333333,0.6,8.025,3.0,organization
cardid70818407,ajmera realty,ajmera manhattan,27.0,wadala,mumbai,19.012216203088,72.8604594318626,new property,under construction,under construction,,,,unfurnished,977.0,3.0,3.0,,,1.0,,,,,540.0,2.0,30502.0,1.34,2.00 - 2.99,2.98,4.3,4.3,0.0,3.85,2.6,0.0,4.2,4.2,0.0,3.525,2.9,0.0,,,,,,,3.525,3.96875,2.6,3.5000000000000004,0.0,organization
cardid72470259,atmiya group,atmiya centria,1.0,santacruz east,mumbai,19.0799983,72.8545019,new property,under construction,under construction,,,,unfurnished,385.0,1.0,2.0,,2.0,1.0,,,"vitrified, wooden, ceramic tiles",,183.0,1.0,28831.0,0.5,1.00 - 1.99,1.11,5.5,5.2,0.0,5.333333333333333,4.5,0.0,2.825,1.0,3.0,4.566666666666667,2.1,0.0,,,,,,,2.825,4.55625,1.0,3.2,3.0,organization
cardid72567753,meraki habitats llp,one meraki,5.0,chembur,mumbai,19.04861686,72.90787005,new property,ready to move,,,,,semi-furnished,774.0,2.0,2.0,,3.0,1.0,,,,,284.0,5.0,40052.0,1.4,3.00 - 3.99,3.1,2.25,1.3,3.0,,,,5.033333333333333,2.7,0.0,7.26,1.5,1.0,,,,1.5,1.5,2.0,1.5,4.010833333333333,1.3,1.75,6.0,organization
cardid72420461,jasani realty pvt. ltd.,apollo heights,,khar west,mumbai,19.0699335919407,72.8363080829478,new property,under construction,under construction,,,17.0,unfurnished,1591.0,4.0,4.0,,2.0,,,,,,11.0,17.0,72000.0,5.17,10.00 - 14.99,11.45,6.166666666666667,0.6,1.0,,,,1.8,0.1,3.0,4.85,4.2,0.0,0.7,0.6,2.0,,,,0.7,3.3791666666666664,0.1,1.375,6.0,organization
cardid70033183,,forestville,,kolshet,thane,19.2392002271759,72.997235034948,new property,under construction,under construction,,,,unfurnished,1090.0,3.0,3.0,,,1.0,,,"vitrified, marble",,,,17156.0,0.84,1.00 - 1.99,1.87,1.675,1.2,3.0,,,,2.5,1.5,2.0,,,,,,,,,,1.675,2.0875,1.2,1.35,5.0,organization
cardid72031229,paradigm realty,paradigm artteza,0.73,santacruz west,mumbai,19.0812559812257,72.8376604906028,new property,under construction,under construction,,,9.0,unfurnished,676.0,2.0,2.0,,,,,,vitrified,,80.0,2.0,46154.0,1.41,3.00 - 3.99,3.12,3.725,0.1,2.0,9.2,8.2,0.0,1.24,0.4,4.0,8.866666666666667,8.1,0.0,,,,,,,1.24,5.757916666666667,0.1,4.199999999999999,6.0,organization
cardid72261103,satre constructions llp,satre happynest,1.0,kanjurmarg east,mumbai,19.1303464798827,72.934955451681,new property,under construction,under construction,,,,unfurnished,420.0,1.0,2.0,,7.0,1.0,,,vitrified,,312.0,1.0,20750.0,0.39,0.00 - 0.99,0.872,15.9,15.4,0.0,1.4,1.4,1.0,15.7,15.7,0.0,,,,,,,,,,1.4,11.0,1.4,10.833333333333334,1.0,organization
cardid71577667,vbhc,vbhc spring water,2.0,palghar,palghar,19.7019886,72.7747325,new property,under construction,under construction,,,8.0,unfurnished,427.0,1.0,1.0,,2.0,,,,vitrified,,192.0,1.0,4192.0,0.08,0.00 - 0.99,0.179,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,organization
